transaction_id,user_id,age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label
TXN00916,U00916,35,Male,9.43,2.99,2.31,0.64,7.97,134,109,11.12,Low,No,Severe,1
TXN00917,U00917,20,Female,3.86,1.43,3.46,3.19,5.62,56,118,5.9,Medium,Yes,None,0
TXN00918,U00918,26,Other,6.71,4.57,3.34,0.7,7.6,173,119,9.39,Medium,Yes,Severe,1
TXN00919,U00919,33,Male,5.82,4.09,1.29,4.4,6.81,239,35,8.62,Medium,Yes,Severe,1
TXN00920,U00920,18,Other,4.46,4.61,0.66,2.91,8.87,29,123,6.2,High,No,Moderate,1
TXN00921,U00921,35,Male,6.76,0.55,0.47,5.98,7.74,245,84,8.57,High,No,Mild,0
TXN00922,U00922,27,Other,7.71,1.62,2.46,4.43,6.84,84,135,9.37,Medium,Yes,Mild,0
TXN00923,U00923,33,Male,3.09,2.79,0.6,0.87,8.9,99,63,4.09,Low,No,Mild,0
TXN00924,U00924,19,Female,8.62,3.77,0.27,4.0,8.48,108,175,9.16,Low,No,Severe,1
TXN00925,U00925,27,Male,6.31,4.72,3.74,3.59,7.39,71,34,8.29,Low,Yes,Severe,1
TXN00926,U00926,26,Male,8.07,1.2,2.09,4.05,6.22,167,166,10.08,High,No,Moderate,1
TXN00927,U00927,18,Male,10.05,5.94,0.37,4.92,5.16,62,136,12.74,Medium,Yes,Moderate,1
TXN00928,U00928,34,Female,10.27,2.84,1.89,2.16,7.92,81,158,11.75,Medium,No,Severe,1
TXN00929,U00929,34,Other,5.85,0.93,2.42,1.68,5.25,182,86,8.13,Medium,No,Mild,0
TXN00930,U00930,26,Other,9.17,3.57,1.74,2.41,4.61,113,134,11.6,Medium,No,Moderate,1
TXN00931,U00931,35,Other,10.89,5.56,0.76,2.56,8.7,22,65,12.5,High,Yes,Moderate,1
TXN00932,U00932,27,Male,5.96,5.51,3.66,3.27,4.56,89,23,8.08,High,No,Severe,1
TXN00933,U00933,26,Other,5.47,0.81,2.29,0.67,7.73,140,170,7.55,Medium,Yes,Mild,0
TXN00934,U00934,35,Male,10.27,0.71,0.12,5.42,5.19,208,60,12.95,Low,Yes,Severe,1
TXN00935,U00935,19,Other,6.99,4.41,1.26,5.22,5.75,238,64,9.13,High,Yes,Severe,1
TXN00936,U00936,28,Male,11.08,1.43,3.95,4.47,6.15,23,118,12.62,High,Yes,Moderate,1
TXN00937,U00937,34,Female,4.33,1.97,0.69,0.74,7.24,196,144,5.85,High,Yes,Mild,0
TXN00938,U00938,35,Male,6.16,2.38,2.27,4.33,7.05,138,37,6.95,Low,Yes,Mild,0
TXN00939,U00939,28,Other,8.32,5.81,3.07,4.84,5.48,115,132,9.02,High,Yes,Severe,1
TXN00940,U00940,24,Female,9.73,4.56,1.24,2.59,5.79,91,50,11.64,Medium,Yes,Moderate,1
TXN00941,U00941,24,Male,4.59,2.12,2.79,1.95,6.7,168,108,5.96,High,No,None,0
TXN00942,U00942,30,Other,4.4,3.63,3.98,2.89,7.41,194,88,5.42,High,No,None,0
TXN00943,U00943,24,Other,5.32,3.07,0.13,1.13,7.46,67,136,6.17,High,No,Mild,0
TXN00944,U00944,30,Other,8.92,5.46,1.29,1.08,6.11,250,17,9.82,Medium,No,Severe,1
TXN00945,U00945,21,Female,4.68,2.47,0.65,3.51,7.88,132,172,6.32,High,No,Mild,0
TXN00946,U00946,25,Female,5.27,2.55,1.35,4.23,5.85,244,74,7.68,High,Yes,Mild,0
TXN00947,U00947,26,Male,11.59,2.7,0.11,3.32,8.65,246,167,14.5,High,Yes,Moderate,1
TXN00948,U00948,28,Male,10.1,0.8,0.36,4.86,5.14,108,132,11.59,Medium,Yes,Moderate,1
TXN00949,U00949,23,Male,5.71,0.94,0.94,1.62,4.91,82,54,7.92,Medium,Yes,Mild,0
TXN00950,U00950,29,Female,3.9,3.52,1.58,1.67,6.63,116,133,6.17,Low,No,None,0
TXN00951,U00951,22,Male,6.6,2.3,1.13,4.21,8.43,172,115,8.44,Medium,No,Mild,0
TXN00952,U00952,23,Female,9.91,2.53,1.36,5.03,7.25,212,116,12.7,High,Yes,Moderate,1
TXN00953,U00953,24,Female,3.4,2.16,0.37,2.61,5.31,58,87,4.68,High,No,None,0
TXN00954,U00954,31,Female,4.62,2.69,2.07,1.09,8.13,108,40,6.76,Medium,Yes,None,0
TXN00955,U00955,22,Other,8.17,2.61,1.82,3.17,8.82,122,123,10.6,Medium,No,Severe,1
TXN00956,U00956,21,Other,8.43,4.91,1.8,2.55,6.63,105,151,11.36,Low,Yes,Severe,1
TXN00957,U00957,30,Male,10.83,0.94,0.03,5.72,7.68,86,65,12.62,High,No,Severe,1
TXN00958,U00958,32,Other,5.54,1.17,1.96,2.52,8.5,195,109,6.67,Medium,No,None,0
TXN00959,U00959,26,Male,4.61,2.46,0.07,2.29,7.36,172,43,6.0,Low,No,None,0
TXN00960,U00960,20,Male,7.81,1.19,0.58,3.21,8.52,108,132,10.03,Low,No,Mild,0
TXN00961,U00961,28,Female,6.36,1.31,3.91,4.01,8.47,117,146,9.31,Low,No,Moderate,1
TXN00962,U00962,30,Other,3.2,5.73,1.03,4.09,8.47,234,125,6.11,Low,No,Severe,1
TXN00963,U00963,34,Other,7.85,4.87,2.78,0.77,7.08,75,126,9.04,High,Yes,Severe,1
TXN00964,U00964,19,Other,8.44,5.5,2.71,2.0,6.33,24,121,10.58,Medium,No,Severe,1
TXN00965,U00965,28,Other,3.87,1.74,2.84,1.72,7.25,206,170,6.44,High,No,Mild,0
TXN00966,U00966,30,Other,7.28,3.57,1.37,2.26,8.2,58,133,9.92,Medium,Yes,Mild,0
TXN00967,U00967,30,Female,5.3,0.68,3.41,5.82,7.34,163,103,6.01,High,No,Mild,0
TXN00968,U00968,28,Male,7.06,3.07,0.62,3.72,7.31,164,125,8.6,Low,No,Moderate,1
TXN00969,U00969,30,Male,11.29,1.22,2.43,5.17,4.94,75,69,14.27,High,No,Moderate,1
TXN00970,U00970,30,Male,7.95,2.44,0.87,5.45,5.75,217,107,10.03,High,No,Moderate,1
TXN00971,U00971,30,Other,7.45,3.05,3.3,2.97,8.66,65,117,8.67,High,No,Moderate,1
TXN00972,U00972,23,Other,9.15,1.04,2.32,2.8,6.38,68,177,9.72,Low,Yes,Moderate,1
TXN00973,U00973,31,Male,11.51,2.29,1.0,3.63,6.62,43,109,12.07,High,No,Moderate,1
TXN00974,U00974,32,Female,6.32,5.31,0.7,5.65,8.65,102,48,7.55,Low,Yes,Severe,1
TXN00975,U00975,25,Female,9.15,2.94,0.97,1.47,6.58,184,43,11.66,Medium,Yes,Moderate,1
TXN00976,U00976,20,Other,3.06,0.68,2.71,5.27,8.98,240,113,3.74,Medium,No,None,0
TXN00977,U00977,35,Male,9.43,2.91,3.31,0.83,8.15,232,25,10.84,High,No,Severe,1
TXN00978,U00978,21,Female,4.31,1.94,3.3,4.64,5.0,63,108,5.84,Medium,Yes,None,0
TXN00979,U00979,24,Female,5.38,2.32,2.77,3.02,7.69,212,77,7.77,Medium,No,Mild,0
TXN00980,U00980,32,Female,9.3,3.63,2.38,4.69,5.17,93,21,10.35,Medium,No,Severe,1
TXN00981,U00981,23,Other,8.11,2.18,2.85,4.2,5.19,226,47,8.98,Medium,No,Severe,1
TXN00982,U00982,25,Other,3.25,1.66,1.21,3.71,5.67,204,145,5.61,High,No,Mild,0
TXN00983,U00983,23,Female,11.75,4.04,2.35,3.26,6.86,116,139,13.87,High,No,Moderate,1
TXN00984,U00984,30,Female,3.13,5.71,1.37,2.2,5.51,91,170,5.58,Low,Yes,Severe,1
TXN00985,U00985,32,Other,8.12,4.01,0.05,4.6,8.19,221,149,10.87,High,Yes,Severe,1
TXN00986,U00986,19,Male,6.59,1.04,1.32,0.87,6.99,156,152,9.27,Low,No,Mild,0
TXN00987,U00987,26,Male,10.18,1.5,3.75,5.22,5.53,203,131,11.12,High,No,Severe,1
TXN00988,U00988,24,Male,9.6,5.55,3.62,1.23,5.86,73,73,10.71,High,No,Severe,1
TXN00989,U00989,35,Female,10.93,0.78,3.16,0.9,6.65,133,36,12.62,Low,Yes,Severe,1
TXN00990,U00990,18,Female,8.24,5.24,0.45,5.38,8.0,69,165,10.75,High,No,Moderate,1
TXN00991,U00991,31,Female,8.41,3.21,0.71,3.29,6.81,185,91,9.57,High,Yes,Severe,1
TXN00992,U00992,35,Male,7.53,3.94,0.45,4.66,5.32,21,96,10.26,High,No,Moderate,1
TXN00993,U00993,23,Male,3.59,2.88,1.22,5.59,6.49,183,152,6.15,Low,Yes,None,0
TXN00994,U00994,27,Male,7.52,2.26,2.12,1.07,5.85,176,68,9.45,Low,No,Mild,0
TXN00995,U00995,30,Female,10.07,5.19,2.44,1.36,8.81,141,167,12.54,High,No,Moderate,1
TXN00996,U00996,33,Male,11.41,5.09,1.48,2.18,7.77,232,95,13.03,Medium,No,Severe,1
TXN00997,U00997,30,Female,3.5,2.75,2.58,1.27,6.56,90,19,6.05,Low,Yes,Mild,0
TXN00998,U00998,29,Male,3.21,2.85,1.53,3.57,7.83,224,70,5.25,Medium,No,None,0
TXN00999,U00999,25,Female,4.44,4.48,3.77,3.76,8.78,31,114,6.66,High,No,Moderate,1
TXN01000,U01000,30,Other,3.53,0.81,1.37,3.46,6.47,92,43,5.21,High,Yes,Mild,0
TXN01001,U01001,31,Other,10.42,5.31,2.36,3.66,7.03,132,77,11.74,High,No,Severe,1
TXN01002,U01002,18,Female,4.26,4.73,3.48,4.35,7.83,238,107,7.02,Medium,Yes,Moderate,1
TXN01003,U01003,32,Female,5.05,2.49,0.8,5.84,5.67,174,20,5.9,High,No,Mild,0
TXN01004,U01004,33,Female,10.18,5.07,0.24,5.94,6.18,164,126,13.17,High,No,Severe,1
TXN01005,U01005,28,Male,8.71,4.54,2.26,5.86,8.01,156,55,11.21,Low,No,Moderate,1
TXN01006,U01006,31,Other,10.36,3.06,3.56,5.97,5.18,104,33,11.31,High,No,Severe,1
TXN01007,U01007,31,Other,11.0,2.71,1.18,3.93,6.25,22,72,12.31,Low,No,Moderate,1
TXN01008,U01008,28,Male,7.79,4.09,0.8,5.02,8.66,248,162,8.67,Low,Yes,Severe,1
TXN01009,U01009,21,Female,3.24,3.81,3.38,4.79,6.93,37,98,5.92,Low,Yes,None,0
TXN01010,U01010,23,Other,6.82,1.99,3.75,1.69,6.1,55,127,7.63,Medium,Yes,Moderate,1
TXN01011,U01011,24,Male,6.42,2.96,1.6,1.63,6.21,228,46,7.15,Low,Yes,Mild,0
TXN01012,U01012,21,Other,11.47,4.57,1.43,5.97,6.37,73,38,13.97,Medium,No,Severe,1
TXN01013,U01013,21,Other,11.5,0.59,1.52,2.81,8.83,45,105,12.9,Medium,Yes,Severe,1
TXN01014,U01014,27,Male,5.06,4.36,2.6,4.96,8.44,24,85,7.38,Medium,Yes,Moderate,1
TXN01015,U01015,23,Other,8.08,1.2,0.62,4.32,7.93,35,167,10.59,High,No,Severe,1
TXN01016,U01016,31,Female,10.41,2.81,0.7,3.35,5.18,227,61,11.82,Low,Yes,Moderate,1
TXN01017,U01017,24,Female,5.75,3.94,3.64,1.96,5.94,220,21,7.08,Medium,Yes,None,0
TXN01018,U01018,19,Female,7.86,4.69,2.89,1.43,4.95,109,72,8.59,Low,Yes,Severe,1
TXN01019,U01019,31,Other,10.71,3.45,0.54,3.82,7.37,99,136,12.38,Medium,Yes,Severe,1
TXN01020,U01020,35,Male,6.29,3.87,2.87,3.13,7.87,238,161,7.28,Low,Yes,Mild,0
TXN01021,U01021,20,Other,9.69,4.44,1.13,3.88,5.62,84,62,12.02,Medium,No,Severe,1
TXN01022,U01022,34,Male,7.65,5.93,1.07,5.45,5.98,115,52,9.6,Low,No,Moderate,1
TXN01023,U01023,23,Female,3.13,3.99,3.34,1.81,6.29,22,161,4.83,Medium,Yes,Mild,0
TXN01024,U01024,24,Female,7.08,1.95,1.76,4.6,7.45,151,101,8.42,Low,No,Moderate,1
TXN01025,U01025,35,Male,7.11,1.03,3.42,4.7,5.68,220,108,8.68,Low,Yes,Mild,0
TXN01026,U01026,32,Other,10.47,1.16,2.85,1.19,6.06,135,126,12.35,Low,Yes,Severe,1
TXN01027,U01027,24,Other,4.28,4.24,3.1,1.59,7.85,154,168,6.73,High,Yes,Severe,1
TXN01028,U01028,25,Male,9.24,5.98,0.67,1.37,7.56,182,177,11.89,Low,Yes,Severe,1
TXN01029,U01029,26,Male,3.44,5.83,1.6,2.64,6.85,127,136,5.11,Low,No,Moderate,1
TXN01030,U01030,26,Male,9.38,4.17,0.84,4.53,7.17,37,30,11.77,Low,Yes,Severe,1
TXN01031,U01031,25,Male,6.52,1.38,1.68,3.75,5.62,109,33,7.59,Medium,Yes,Moderate,1
TXN01032,U01032,22,Other,4.85,1.28,1.1,2.3,7.37,153,94,6.66,High,No,None,0
TXN01033,U01033,32,Male,5.69,1.19,2.97,3.0,4.82,213,102,8.38,Low,No,Mild,0
TXN01034,U01034,32,Other,6.83,1.43,2.84,5.26,6.69,94,72,8.64,Low,No,Mild,0
TXN01035,U01035,33,Other,10.53,5.8,1.69,4.01,8.39,91,85,13.29,High,No,Severe,1
TXN01036,U01036,26,Other,11.85,0.96,0.4,4.93,5.59,146,71,13.83,High,No,Moderate,1
TXN01037,U01037,33,Male,8.05,5.11,1.5,3.35,8.66,117,25,10.05,High,Yes,Moderate,1
TXN01038,U01038,25,Female,6.25,4.2,3.62,2.82,6.27,210,25,7.62,Medium,No,Moderate,1
TXN01039,U01039,31,Female,9.02,0.64,2.27,0.63,8.76,45,89,11.82,Low,No,Severe,1
TXN01040,U01040,29,Other,6.17,5.81,1.11,4.81,5.96,198,177,7.33,Low,Yes,Severe,1
TXN01041,U01041,30,Male,9.78,4.8,0.69,3.25,4.9,110,172,11.63,Low,No,Severe,1
TXN01042,U01042,20,Male,8.76,2.22,1.99,1.52,6.22,87,139,10.14,Medium,No,Moderate,1
TXN01043,U01043,28,Male,3.14,1.54,1.24,3.28,7.39,95,158,4.99,Medium,Yes,None,0
TXN01044,U01044,20,Other,9.4,5.53,2.65,5.19,5.16,107,151,10.78,Low,No,Moderate,1
TXN01045,U01045,27,Male,8.52,5.84,1.3,1.74,8.22,82,155,9.41,Medium,Yes,Severe,1
TXN01046,U01046,25,Other,5.21,1.74,2.59,1.69,4.56,82,20,7.85,Medium,No,Mild,0
TXN01047,U01047,35,Female,11.99,1.56,0.74,3.35,6.3,167,114,14.36,High,No,Severe,1
TXN01048,U01048,29,Male,6.28,5.59,0.94,3.47,4.85,197,49,7.58,High,Yes,Moderate,1
TXN01049,U01049,34,Other,9.38,3.44,0.42,5.04,5.53,109,180,12.32,Low,No,Severe,1
TXN01050,U01050,19,Female,7.14,2.91,2.36,0.86,8.98,25,158,8.76,High,Yes,Moderate,1
TXN01051,U01051,22,Female,3.57,2.45,3.82,2.02,5.63,249,22,5.85,Medium,No,None,0
TXN01052,U01052,24,Other,8.96,2.2,2.79,2.18,5.55,224,145,11.83,Low,No,Moderate,1
TXN01053,U01053,19,Other,9.41,2.47,0.48,5.88,7.26,155,120,11.74,High,Yes,Moderate,1
TXN01054,U01054,23,Female,10.52,0.66,3.72,4.51,5.99,44,118,12.46,High,No,Severe,1
TXN01055,U01055,33,Male,4.25,2.39,0.38,2.45,7.68,245,79,6.0,Low,No,Mild,0
TXN01056,U01056,25,Male,6.16,4.06,0.33,2.98,4.92,85,20,8.86,Low,Yes,Severe,1
TXN01057,U01057,23,Other,3.02,5.92,0.05,2.3,5.88,224,160,4.93,Low,Yes,Moderate,1
TXN01058,U01058,33,Female,4.64,1.7,1.38,5.3,8.61,173,110,6.57,Medium,Yes,None,0
TXN01059,U01059,18,Male,8.6,5.64,3.55,4.87,5.04,99,89,9.37,High,Yes,Moderate,1
TXN01060,U01060,33,Female,4.74,1.35,2.45,2.36,6.55,188,155,7.32,Medium,Yes,None,0
TXN01061,U01061,25,Other,6.29,1.82,3.27,1.54,6.32,111,30,9.08,Medium,Yes,Mild,0
TXN01062,U01062,28,Female,11.21,3.6,2.81,3.37,7.91,184,66,12.42,Low,No,Moderate,1
TXN01063,U01063,31,Other,6.64,2.57,1.96,3.2,5.95,143,171,8.11,Medium,No,Mild,0
TXN01064,U01064,19,Female,4.69,0.99,3.57,4.61,7.07,64,179,5.97,Low,Yes,None,0
TXN01065,U01065,30,Male,4.69,5.8,0.21,5.04,8.43,209,145,6.5,Low,No,Moderate,1
TXN01066,U01066,21,Female,7.12,1.52,0.89,2.26,7.71,146,67,9.05,High,Yes,Mild,0
TXN01067,U01067,24,Female,11.1,1.14,1.16,5.47,7.47,232,99,14.06,Medium,Yes,Severe,1
TXN01068,U01068,19,Other,4.4,3.79,2.49,1.92,8.65,194,161,6.68,High,No,None,0
TXN01069,U01069,26,Other,6.68,0.56,3.29,2.57,8.29,68,139,7.81,Low,No,Mild,0
TXN01070,U01070,32,Other,4.16,4.29,0.28,1.13,5.22,222,140,4.83,High,No,Moderate,1
TXN01071,U01071,26,Male,11.6,4.43,2.78,2.07,5.79,239,160,12.75,Low,No,Moderate,1
TXN01072,U01072,35,Other,10.62,1.6,2.07,0.7,6.65,48,73,11.22,Medium,Yes,Moderate,1
TXN01073,U01073,20,Male,5.18,3.88,1.75,1.29,7.19,30,143,7.6,Low,Yes,Mild,0
TXN01074,U01074,18,Other,11.54,2.38,3.8,5.57,6.08,71,179,12.18,Medium,Yes,Severe,1
TXN01075,U01075,20,Male,5.03,3.95,1.34,4.47,4.61,132,32,7.64,High,No,None,0
TXN01076,U01076,35,Male,11.68,0.81,2.74,2.75,6.9,178,58,13.99,Medium,No,Moderate,1
TXN01077,U01077,21,Male,9.16,0.53,0.01,0.82,6.24,165,45,11.8,High,Yes,Moderate,1
TXN01078,U01078,33,Other,11.43,4.05,1.13,3.89,6.52,211,75,13.64,High,No,Severe,1
TXN01079,U01079,32,Female,7.31,5.44,1.82,5.34,5.51,93,178,9.64,Medium,No,Moderate,1
TXN01080,U01080,18,Female,6.89,2.15,0.17,2.76,8.46,238,73,9.86,Low,No,Mild,0
TXN01081,U01081,31,Male,10.95,3.03,1.81,5.74,6.59,106,98,13.11,Low,Yes,Moderate,1
TXN01082,U01082,24,Male,8.12,5.71,2.92,4.81,6.14,138,155,10.78,Medium,No,Severe,1
TXN01083,U01083,30,Other,4.27,1.1,2.61,2.15,8.25,218,174,5.8,Low,Yes,Mild,0
TXN01084,U01084,23,Other,8.94,5.65,1.73,5.69,4.61,72,113,10.86,Low,No,Moderate,1
TXN01085,U01085,30,Other,8.18,4.9,0.6,2.24,5.61,209,48,10.59,Medium,No,Moderate,1
TXN01086,U01086,21,Male,10.08,0.97,0.03,5.24,4.74,238,38,11.36,Medium,Yes,Moderate,1
TXN01087,U01087,27,Other,10.57,2.5,3.64,3.71,8.23,141,101,12.83,Medium,No,Moderate,1
TXN01088,U01088,23,Male,11.11,1.34,1.66,3.43,7.28,60,158,12.99,Medium,No,Moderate,1
TXN01089,U01089,22,Other,11.18,1.03,0.16,5.34,6.63,142,58,13.6,High,No,Severe,1
TXN01090,U01090,23,Other,7.03,0.61,1.97,4.19,6.05,106,36,9.75,Low,Yes,Mild,0
TXN01091,U01091,27,Other,9.1,5.54,0.44,5.64,8.82,70,177,10.4,High,Yes,Severe,1
TXN01092,U01092,33,Female,3.14,5.4,1.67,1.43,8.33,69,146,4.34,High,Yes,Severe,1
TXN01093,U01093,23,Female,3.47,1.81,1.23,2.97,6.45,30,84,5.84,High,No,None,0
TXN01094,U01094,35,Male,3.28,5.3,3.71,0.56,7.08,97,112,4.28,Medium,No,Severe,1
TXN01095,U01095,26,Female,9.27,2.35,3.21,5.19,8.03,124,102,10.1,Medium,No,Moderate,1
TXN01096,U01096,27,Male,5.4,5.52,3.68,0.97,7.5,101,145,8.14,Low,Yes,Moderate,1
TXN01097,U01097,20,Male,4.59,0.86,2.29,1.8,4.89,39,17,6.9,High,No,None,0
TXN01098,U01098,32,Other,8.68,2.32,2.66,3.87,4.75,55,66,11.48,Low,Yes,Moderate,1
TXN01099,U01099,20,Other,3.03,4.85,0.93,0.77,4.86,102,175,4.85,Medium,Yes,Severe,1
TXN01100,U01100,23,Other,7.22,4.52,2.37,5.23,6.49,149,16,7.92,Low,No,Moderate,1
TXN01101,U01101,24,Other,9.3,4.37,0.3,1.53,5.95,78,56,10.79,High,No,Severe,1
TXN01102,U01102,27,Male,4.96,1.88,1.38,1.82,4.53,247,79,6.16,Low,Yes,None,0
TXN01103,U01103,33,Other,6.1,4.53,2.48,5.0,4.86,215,129,6.63,High,Yes,Severe,1
TXN01104,U01104,29,Female,9.28,3.83,3.84,3.63,7.77,101,130,10.68,Medium,No,Severe,1
TXN01105,U01105,33,Female,5.82,6.0,0.76,3.73,4.69,110,119,7.48,Medium,No,Severe,1
TXN01106,U01106,32,Female,7.07,1.28,3.0,2.81,4.61,55,96,8.52,High,Yes,Moderate,1
TXN01107,U01107,18,Female,6.91,5.0,3.62,1.33,8.76,75,39,7.45,Medium,Yes,Severe,1
TXN01108,U01108,24,Female,3.2,2.66,1.21,5.75,6.97,78,63,4.92,High,No,Mild,0
TXN01109,U01109,23,Male,7.39,4.16,1.41,1.08,8.79,200,137,9.41,Low,Yes,Severe,1
TXN01110,U01110,31,Female,7.41,5.76,2.53,2.36,5.9,178,124,9.44,High,Yes,Severe,1
TXN01111,U01111,29,Female,10.26,5.25,1.48,5.84,4.78,134,109,11.8,Low,No,Moderate,1
TXN01112,U01112,33,Male,10.08,3.55,2.31,2.32,5.37,52,97,12.53,High,Yes,Moderate,1
TXN01113,U01113,33,Other,8.07,5.4,1.25,5.34,6.23,57,174,9.37,High,No,Severe,1
TXN01114,U01114,26,Female,3.6,2.64,0.77,4.73,7.7,113,30,5.28,Low,Yes,Mild,0
TXN01115,U01115,33,Female,8.06,4.81,3.83,3.17,5.91,246,152,9.06,High,Yes,Moderate,1
TXN01116,U01116,19,Male,9.62,1.57,3.2,2.05,8.06,128,17,10.87,Low,Yes,Severe,1
TXN01117,U01117,18,Female,8.86,4.69,0.31,3.06,8.59,57,129,10.92,High,Yes,Severe,1
TXN01118,U01118,21,Female,11.43,3.01,0.79,3.84,5.78,170,47,12.74,Low,Yes,Moderate,1
TXN01119,U01119,35,Other,7.29,1.28,3.33,2.56,4.61,131,180,8.6,Low,No,Mild,0
TXN01120,U01120,27,Male,5.92,4.66,0.16,3.31,7.75,202,48,7.66,Low,Yes,Moderate,1
TXN01121,U01121,34,Other,4.47,4.43,0.37,2.48,6.11,40,120,5.83,Low,No,Severe,1
TXN01122,U01122,19,Male,7.72,4.03,1.58,1.35,8.2,228,68,9.34,Low,No,Moderate,1
TXN01123,U01123,19,Other,8.8,3.57,0.21,5.14,5.51,30,25,9.85,Low,Yes,Moderate,1
TXN01124,U01124,28,Male,5.91,4.66,2.68,0.61,7.94,146,21,8.08,High,No,Moderate,1
TXN01125,U01125,24,Male,8.31,1.65,2.33,0.54,7.66,168,109,10.08,Low,No,Moderate,1
TXN01126,U01126,35,Male,3.07,3.95,2.49,1.96,6.18,119,55,5.66,High,No,Mild,0
TXN01127,U01127,28,Male,11.08,2.66,2.6,2.98,6.5,186,146,13.51,Low,Yes,Moderate,1
TXN01128,U01128,30,Female,10.24,4.59,3.5,1.6,7.07,211,91,12.82,High,Yes,Severe,1
TXN01129,U01129,32,Male,3.49,3.94,2.27,5.36,5.64,150,21,4.76,Low,Yes,Mild,0
TXN01130,U01130,33,Male,11.52,2.64,1.31,5.91,7.21,62,140,13.22,High,No,Moderate,1
TXN01131,U01131,21,Male,10.96,5.19,2.48,5.21,8.76,20,92,12.57,High,Yes,Moderate,1
TXN01132,U01132,29,Male,4.94,1.55,1.69,5.32,4.84,126,20,6.18,Low,Yes,Mild,0
TXN01133,U01133,26,Male,7.11,5.63,3.93,5.53,5.04,182,22,9.81,Medium,Yes,Moderate,1
TXN01134,U01134,20,Male,9.52,3.0,3.55,4.32,5.73,25,159,11.22,High,Yes,Moderate,1
TXN01135,U01135,30,Other,9.1,0.66,1.99,5.07,6.36,23,162,11.84,High,Yes,Severe,1
TXN01136,U01136,27,Other,9.47,1.61,1.07,4.19,8.83,68,75,11.69,Low,Yes,Severe,1
TXN01137,U01137,33,Other,10.13,4.44,2.97,2.08,4.9,114,131,12.68,High,Yes,Severe,1
TXN01138,U01138,29,Other,9.54,3.47,1.28,4.02,6.33,168,117,10.97,Medium,No,Moderate,1
TXN01139,U01139,33,Other,9.08,2.74,3.85,0.98,5.64,55,100,11.89,High,No,Severe,1
TXN01140,U01140,23,Male,11.01,2.39,3.67,5.9,5.15,107,153,13.09,High,Yes,Moderate,1
TXN01141,U01141,30,Other,3.74,2.8,0.45,3.26,4.69,46,162,4.25,High,Yes,None,0
TXN01142,U01142,28,Male,7.4,2.29,3.35,2.55,8.72,153,115,8.45,Medium,No,Mild,0
TXN01143,U01143,32,Female,4.4,4.32,3.01,4.44,8.52,149,42,6.14,Low,No,Moderate,1
TXN01144,U01144,27,Female,10.43,3.48,0.39,4.98,4.61,27,90,11.23,Low,Yes,Moderate,1
TXN01145,U01145,32,Other,11.56,2.82,1.43,2.72,7.64,96,102,13.03,Low,No,Severe,1
TXN01146,U01146,33,Female,8.72,3.76,2.72,5.87,6.75,109,22,9.86,Medium,No,Moderate,1
TXN01147,U01147,29,Male,11.54,4.27,3.98,2.59,8.83,214,37,13.23,High,Yes,Moderate,1
TXN01148,U01148,21,Male,7.09,4.62,0.97,5.91,4.65,99,156,9.53,Medium,Yes,Severe,1
TXN01149,U01149,18,Female,9.15,3.76,2.7,0.66,6.78,37,143,10.1,Medium,No,Moderate,1
TXN01150,U01150,21,Male,9.28,3.2,3.61,2.11,5.23,94,168,10.61,Low,Yes,Moderate,1
TXN01151,U01151,33,Other,7.38,0.53,3.1,4.94,8.57,217,111,7.99,Low,Yes,Moderate,1
TXN01152,U01152,33,Female,5.06,2.95,2.8,5.51,4.96,55,48,7.41,High,Yes,Mild,0
TXN01153,U01153,29,Other,10.15,2.86,2.83,5.44,6.16,159,42,11.7,Low,No,Severe,1
TXN01154,U01154,31,Male,3.6,0.98,3.51,4.16,6.64,149,77,6.37,Low,Yes,None,0
TXN01155,U01155,20,Male,8.13,4.16,1.78,5.98,6.18,87,137,8.8,High,Yes,Severe,1
TXN01156,U01156,35,Other,3.36,1.61,1.2,4.61,6.26,115,30,5.14,Low,Yes,Mild,0
TXN01157,U01157,34,Male,3.08,5.34,0.55,5.56,8.37,225,69,4.05,Medium,No,Severe,1
TXN01158,U01158,21,Other,4.55,3.54,2.51,5.22,4.82,190,47,7.19,Low,Yes,Mild,0
TXN01159,U01159,20,Female,8.1,1.86,3.01,5.12,6.13,77,82,9.62,Medium,Yes,Severe,1
TXN01160,U01160,18,Male,4.73,4.5,1.49,2.97,8.26,77,47,6.43,High,No,Moderate,1
TXN01161,U01161,34,Female,5.59,4.75,1.73,0.67,4.8,41,52,8.02,Low,No,Severe,1
TXN01162,U01162,26,Other,7.18,4.94,3.67,2.17,6.91,103,93,9.82,Medium,No,Severe,1
TXN01163,U01163,35,Other,11.31,3.83,2.64,3.66,6.61,43,140,14.25,High,Yes,Severe,1
TXN01164,U01164,26,Female,11.41,5.31,2.38,1.75,8.67,102,76,13.33,Medium,No,Moderate,1
TXN01165,U01165,34,Other,9.08,2.03,2.39,4.18,5.35,176,50,11.59,High,No,Moderate,1
TXN01166,U01166,29,Other,9.41,3.54,0.82,3.04,6.84,50,89,11.51,Low,No,Moderate,1
TXN01167,U01167,33,Female,6.37,2.65,2.87,5.63,6.57,107,52,7.51,Low,No,Mild,0
